,date,age,type,quantity,weight,price_min,price_max,price_avg,price_unit,category
2,2016-09-13,1 1/3,ML,21,248,3850,4350,4100,1016800,MACHO DE SEGUNDA
3,2016-09-13,3,MC,15,443,3900,4000,3947,1745880,MACHO DE SEGUNDA
4,2016-09-13,3,TO,1,444,3600,3600,3600,1598400,MACHO DE SEGUNDA
0,2016-09-15,,HL,1,90,3650,3650,3650,328500,HEMBRA DE PRIMERA
1,2016-09-15,1 1/2,HL,20,198,3700,4550,3980,787220,HEMBRA DE PRIMERA
2,2016-09-15,1 1/3,HL,22,237,3600,3900,3733,885533,HEMBRA DE PRIMERA
3,2016-09-15,1 1/4,HL,14,161,3650,4300,4067,654717,HEMBRA DE PRIMERA
4,2016-09-15,2,HV,12,274,3850,3850,3850,1054900,HEMBRA DE PRIMERA
5,2016-09-15,2 1/2,HV,27,345,3350,3600,3483,1201767,HEMBRA DE PRIMERA
6,2016-09-15,2 1/2,VE,15,359,3420,3420,3420,1227780,HEMBRA DE PRIMERA
7,2016-09-15,2 1/2,VP,1,340,3250,3250,3250,1105000,HEMBRA DE PRIMERA
8,2016-09-15,2 1/4,HV,51,297,3340,4650,3718,1102418,HEMBRA DE PRIMERA
9,2016-09-15,2 3/4,HL,5,368,3580,3580,3580,1317440,HEMBRA DE PRIMERA
10,2016-09-15,2 3/4,HV,26,378,3400,3580,3495,1322740,HEMBRA DE PRIMERA
11,2016-09-15,2 3/4,VE,46,369,3240,3340,3285,1211130,HEMBRA DE PRIMERA
12,2016-09-15,3,VE,43,480,3000,3460,3261,1569836,HEMBRA DE PRIMERA
13,2016-09-15,3,VP,27,472,3100,4440,3485,1637165,HEMBRA DE PRIMERA
14,2016-09-15,,ML,1,116,4900,4900,4900,568400,MACHO DE PRIMERA
15,2016-09-15,1,ML,10,147,5250,5250,5250,771750,MACHO DE PRIMERA
16,2016-09-15,1 1/2,ML,33,196,4950,4950,4950,971850,MACHO DE PRIMERA
17,2016-09-15,1 1/3,ML,114,227,4700,5150,4990,1131090,MACHO DE PRIMERA
18,2016-09-15,1 1/4,ML,133,165,5050,5400,5250,865930,MACHO DE PRIMERA
19,2016-09-15,2,MC,69,257,4580,4800,4693,1205580,MACHO DE PRIMERA
20,2016-09-15,2 1/2,MC,54,335,4340,4380,4360,1462220,MACHO DE PRIMERA
21,2016-09-15,2 1/4,MC,114,298,4400,4480,4440,1321627,MACHO DE PRIMERA
22,2016-09-15,3,TO,7,604,3700,4140,3891,2341189,MACHO DE PRIMERA
0,2016-09-15,1,HL,24,146,3500,4500,4000,581750,HEMBRA DE SEGUNDA
1,2016-09-15,1 1/2,HL,12,196,3800,3800,3800,744800,HEMBRA DE SEGUNDA
2,2016-09-15,1 1/2,HV,2,212,5050,5050,5050,1070600,HEMBRA DE SEGUNDA
3,2016-09-15,1 1/3,HL,16,242,3550,3650,3600,872775,HEMBRA DE SEGUNDA
4,2016-09-15,1 1/4,HL,18,165,3000,4300,3650,600300,HEMBRA DE SEGUNDA
5,2016-09-15,2 1/2,HV,15,346,2940,3600,3330,1153340,HEMBRA DE SEGUNDA
6,2016-09-15,2 1/2,VE,65,340,2400,3220,2826,959992,HEMBRA DE SEGUNDA
7,2016-09-15,2 1/4,VE,13,303,3050,3050,3050,924150,HEMBRA DE SEGUNDA
8,2016-09-15,2 3/4,HV,14,377,3560,3560,3560,1342120,HEMBRA DE SEGUNDA
9,2016-09-15,2 3/4,VE,38,388,2450,3300,2947,1144423,HEMBRA DE SEGUNDA
10,2016-09-15,2 3/4,VP,2,363,2850,2850,2850,1034550,HEMBRA DE SEGUNDA
11,2016-09-15,3,VE,94,431,2860,3360,3111,1341929,HEMBRA DE SEGUNDA
12,2016-09-15,3,VP,43,437,2800,3350,3057,1335921,HEMBRA DE SEGUNDA
13,2016-09-15,,ML,61,107,3900,5000,4560,493880,MACHO DE SEGUNDA
14,2016-09-15,1,ML,28,139,3300,4850,4443,615186,MACHO DE SEGUNDA
15,2016-09-15,1 1/2,ML,230,202,3600,5150,4460,900280,MACHO DE SEGUNDA
16,2016-09-15,1 1/3,MC,1,226,3900,3900,3900,881400,MACHO DE SEGUNDA
17,2016-09-15,1 1/3,ML,126,226,4000,4800,4450,1006175,MACHO DE SEGUNDA
18,2016-09-15,1 1/4,ML,111,165,3500,5050,4589,759283,MACHO DE SEGUNDA
19,2016-09-15,2,MC,94,263,3700,4700,4322,1134373,MACHO DE SEGUNDA
20,2016-09-15,2 1/2,MC,97,334,3400,4600,4130,1380790,MACHO DE SEGUNDA
21,2016-09-15,2 1/4,MC,133,303,4000,4360,4215,1277325,MACHO DE SEGUNDA
22,2016-09-15,2 3/4,MC,32,374,3950,4460,4178,1563535,MACHO DE SEGUNDA
23,2016-09-15,3,TO,8,467,4040,5000,4380,2046720,MACHO DE SEGUNDA
0,2016-09-20,2 1/4,HV,13,302,3500,3500,3500,1057000,HEMBRA DE PRIMERA
1,2016-09-20,3,VE,13,485,3040,3500,3213,1569493,HEMBRA DE PRIMERA
2,2016-09-20,3,MC,9,511,4040,4040,4040,2064440,MACHO DE PRIMERA
3,2016-09-20,3,TO,1,416,3900,3900,3900,1622400,MACHO DE PRIMERA
4,2016-09-20,2 1/2,VE,7,357,3140,3140,3140,1120980,HEMBRA DE SEGUNDA
5,2016-09-20,2 1/4,VE,4,298,2900,2900,2900,864200,HEMBRA DE SEGUNDA
6,2016-09-20,2 3/4,VE,20,368,2580,3100,2827,1038880,HEMBRA DE SEGUNDA
7,2016-09-20,3,VE,10,439,2300,2860,2620,1152633,HEMBRA DE SEGUNDA
8,2016-09-20,3,MC,6,434,3940,3940,3940,1709960,MACHO DE SEGUNDA
0,2016-09-21,,HL,3,122,3600,3600,3600,439200,HEMBRA DE PRIMERA
1,2016-09-21,1 1/2,HL,8,190,7400,7400,7400,1406000,HEMBRA DE PRIMERA
2,2016-09-21,2 1/2,HV,1,322,3540,3540,3540,1139880,HEMBRA DE PRIMERA
3,2016-09-21,2 1/4,HV,12,281,3700,3700,3700,1039700,HEMBRA DE PRIMERA
4,2016-09-21,3,VE,2,534,3140,3460,3300,1764440,HEMBRA DE PRIMERA
5,2016-09-21,3,VP,2,452,3340,3340,3340,1509680,HEMBRA DE PRIMERA
6,2016-09-21,1 1/2,ML,46,199,4650,5400,4983,996900,MACHO DE PRIMERA
7,2016-09-21,1 1/3,ML,47,230,4850,4950,4900,1124125,MACHO DE PRIMERA
8,2016-09-21,1 1/4,ML,20,157,5400,5400,5400,847800,MACHO DE PRIMERA
9,2016-09-21,2 1/4,MC,40,296,4400,4420,4410,1305360,MACHO DE PRIMERA
10,2016-09-21,2 3/4,MC,53,364,4380,4400,4387,1596733,MACHO DE PRIMERA
11,2016-09-21,1 1/2,HL,15,197,3850,3850,3850,758450,HEMBRA DE SEGUNDA
12,2016-09-21,1 1/4,HL,1,162,3400,3400,3400,550800,HEMBRA DE SEGUNDA
13,2016-09-21,2,HV,3,278,3400,3400,3400,945200,HEMBRA DE SEGUNDA
14,2016-09-21,2,VE,1,262,2950,2950,2950,772900,HEMBRA DE SEGUNDA
15,2016-09-21,2 1/4,HV,1,312,3650,3650,3650,1138800,HEMBRA DE SEGUNDA
16,2016-09-21,2 3/4,VE,4,374,2800,2840,2820,1053340,HEMBRA DE SEGUNDA
17,2016-09-21,3,VE,5,425,2500,3140,2827,1200207,HEMBRA DE SEGUNDA
18,2016-09-21,3,VP,6,443,3020,3220,3120,1379860,HEMBRA DE SEGUNDA
0,2016-09-21,,ML,23,104,3800,4850,4325,458925,MACHO DE SEGUNDA
1,2016-09-21,1,ML,4,142,4200,4200,4200,596400,MACHO DE SEGUNDA
2,2016-09-21,1 1/2,ML,17,186,3800,4350,4117,764367,MACHO DE SEGUNDA
3,2016-09-21,1 1/3,ML,3,235,3900,3900,3900,916500,MACHO DE SEGUNDA
4,2016-09-21,2 1/2,MC,77,352,4320,4340,4330,1523095,MACHO DE SEGUNDA
5,2016-09-21,3,TO,1,476,3700,3700,3700,1761200,MACHO DE SEGUNDA
0,2016-09-27,3,VE,6,546,3420,3500,3460,1884690,HEMBRA DE PRIMERA
1,2016-09-27,1 1/3,HL,4,235,3300,3300,3300,775500,HEMBRA DE SEGUNDA
2,2016-09-27,1 1/4,HL,8,163,3400,3400,3400,554200,HEMBRA DE SEGUNDA
3,2016-09-27,2 1/4,HV,3,305,3500,3500,3500,1067500,HEMBRA DE SEGUNDA
4,2016-09-27,2 3/4,VE,9,374,2200,2900,2633,982500,HEMBRA DE SEGUNDA
5,2016-09-27,3,VE,5,444,3060,3140,3100,1375920,HEMBRA DE SEGUNDA
6,2016-09-27,2 1/4,MC,1,318,3600,3600,3600,1144800,MACHO DE SEGUNDA
0,2016-09-29,1 1/2,HL,60,190,3600,3850,3700,703520,HEMBRA DE PRIMERA
1,2016-09-29,1 1/3,HL,2,248,3500,3500,3500,868000,HEMBRA DE PRIMERA
2,2016-09-29,1 1/4,HL,7,160,3700,4250,3975,639775,HEMBRA DE PRIMERA
3,2016-09-29,2,HV,14,276,3500,3650,3575,988600,HEMBRA DE PRIMERA
4,2016-09-29,2 1/2,HV,6,356,3400,3600,3500,1244500,HEMBRA DE PRIMERA
5,2016-09-29,2 1/4,HV,56,291,3660,3800,3753,1091427,HEMBRA DE PRIMERA
6,2016-09-29,2 1/4,VE,9,319,3300,3300,3300,1052700,HEMBRA DE PRIMERA
7,2016-09-29,2 3/4,HV,10,368,3400,3620,3510,1292340,HEMBRA DE PRIMERA
8,2016-09-29,3,HV,13,446,3500,3720,3610,1610280,HEMBRA DE PRIMERA
9,2016-09-29,3,VE,59,499,3020,3420,3264,1632551,HEMBRA DE PRIMERA
10,2016-09-29,3,VP,28,554,3200,3750,3533,1956617,HEMBRA DE PRIMERA
11,2016-09-29,1,ML,79,141,4850,5450,5117,723283,MACHO DE PRIMERA
12,2016-09-29,1 1/2,ML,152,198,4700,5750,5144,1022212,MACHO DE PRIMERA
13,2016-09-29,1 1/3,ML,68,234,4750,4900,4862,1138525,MACHO DE PRIMERA
14,2016-09-29,1 1/4,ML,135,164,4900,5900,5200,852617,MACHO DE PRIMERA
15,2016-09-29,2,MC,129,269,4400,4900,4673,1254763,MACHO DE PRIMERA
16,2016-09-29,2 1/2,MC,86,346,4300,4640,4512,1562756,MACHO DE PRIMERA
17,2016-09-29,2 1/4,MC,76,295,4500,4660,4585,1353375,MACHO DE PRIMERA
18,2016-09-29,2 3/4,MC,24,377,4200,4260,4230,1594830,MACHO DE PRIMERA
19,2016-09-29,3,MC,33,447,4000,4200,4067,1817067,MACHO DE PRIMERA
20,2016-09-29,3,TO,2,664,3800,4000,3900,2584000,MACHO DE PRIMERA
0,2016-09-29,1,HL,23,139,3650,4200,3912,543588,HEMBRA DE SEGUNDA
1,2016-09-29,1 1/3,HL,3,246,2200,3550,2875,706825,HEMBRA DE SEGUNDA
2,2016-09-29,1 1/4,HL,6,170,3600,4100,3850,656300,HEMBRA DE SEGUNDA
3,2016-09-29,2,HV,10,262,3500,3600,3550,928750,HEMBRA DE SEGUNDA
4,2016-09-29,2,VE,2,259,3450,4250,3850,993550,HEMBRA DE SEGUNDA
5,2016-09-29,2 1/2,VE,19,335,3080,1800000,362526,121446056,HEMBRA DE SEGUNDA
6,2016-09-29,2 1/4,HL,1,312,3650,3650,3650,1138800,HEMBRA DE SEGUNDA
7,2016-09-29,2 1/4,HV,34,294,3500,3750,3620,1064450,HEMBRA DE SEGUNDA
8,2016-09-29,2 1/4,VE,3,294,3100,500000,251550,74947950,HEMBRA DE SEGUNDA
9,2016-09-29,2 1/4,VP,1,302,3750,3750,3750,1132500,HEMBRA DE SEGUNDA
10,2016-09-29,2 3/4,HL,1,370,2860,2860,2860,1058200,HEMBRA DE SEGUNDA
11,2016-09-29,2 3/4,HV,1,396,3600,3600,3600,1425600,HEMBRA DE SEGUNDA
12,2016-09-29,2 3/4,VE,38,381,2980,3240,3124,1189792,HEMBRA DE SEGUNDA
13,2016-09-29,2 3/4,VP,1,384,1750000,1750000,1750000,672000000,HEMBRA DE SEGUNDA
14,2016-09-29,3,VE,29,458,2700,3340,3062,1401870,HEMBRA DE SEGUNDA
15,2016-09-29,,ML,8,110,4800,5000,4900,542700,MACHO DE SEGUNDA
16,2016-09-29,1,ML,14,141,3500,4900,4333,614267,MACHO DE SEGUNDA
17,2016-09-29,1 1/2,ML,251,196,2500,5000,4429,867374,MACHO DE SEGUNDA
18,2016-09-29,1 1/3,ML,113,235,4450,4800,4590,1080490,MACHO DE SEGUNDA
19,2016-09-29,1 1/4,ML,176,165,4100,4800,4554,753165,MACHO DE SEGUNDA
20,2016-09-29,2,MC,57,260,2950,4500,4100,1066540,MACHO DE SEGUNDA
21,2016-09-29,2,ML,15,264,4360,4360,4360,1151040,MACHO DE SEGUNDA
22,2016-09-29,2 1/2,MC,104,339,4300,4400,4330,1468130,MACHO DE SEGUNDA
23,2016-09-29,2 1/4,MC,48,303,3100,4400,4052,1226768,MACHO DE SEGUNDA
24,2016-09-29,2 3/4,MC,15,389,3650,4100,3875,1506925,MACHO DE SEGUNDA
25,2016-09-29,3,MC,15,446,4000,4000,4000,1784000,MACHO DE SEGUNDA
26,2016-09-29,3,TO,5,649,3200,3800,3600,2329240,MACHO DE SEGUNDA
0,2016-10-06,1,HL,8,130,3800,4000,3900,509000,HEMBRA DE PRIMERA
1,2016-10-06,1 1/2,HL,42,210,3350,4800,3912,819950,HEMBRA DE PRIMERA
2,2016-10-06,1 1/3,HL,10,231,3800,3800,3800,877800,HEMBRA DE PRIMERA
3,2016-10-06,1 1/4,HL,28,172,3900,4250,4075,697900,HEMBRA DE PRIMERA
4,2016-10-06,2,HL,12,262,3850,3850,3850,1008700,HEMBRA DE PRIMERA
5,2016-10-06,2,HV,43,271,3400,3800,3617,980917,HEMBRA DE PRIMERA
6,2016-10-06,2 1/2,HV,22,330,3450,3550,3500,1153275,HEMBRA DE PRIMERA
7,2016-10-06,2 1/4,HV,49,290,3400,3850,3590,1041830,HEMBRA DE PRIMERA
8,2016-10-06,2 3/4,HV,10,384,3500,3600,3550,1363800,HEMBRA DE PRIMERA
9,2016-10-06,3,VE,32,511,3300,3660,3498,1786482,HEMBRA DE PRIMERA
10,2016-10-06,3,VP,1,514,3100,3100,3100,1593400,HEMBRA DE PRIMERA
11,2016-10-06,1 1/2,ML,91,197,4750,5100,4940,974900,MACHO DE PRIMERA
12,2016-10-06,1 1/3,ML,65,235,4700,4700,4700,1106067,MACHO DE PRIMERA
13,2016-10-06,1 1/4,ML,118,166,4800,5150,5067,843242,MACHO DE PRIMERA
14,2016-10-06,2,MC,65,273,4400,4640,4497,1227730,MACHO DE PRIMERA
15,2016-10-06,2 1/2,MC,28,345,4280,4440,4360,1503880,MACHO DE PRIMERA
16,2016-10-06,2 1/4,MC,62,303,4300,4520,4415,1338945,MACHO DE PRIMERA
17,2016-10-06,3,TO,3,568,4040,4500,4247,2405107,MACHO DE PRIMERA
18,2016-10-06,,HL,2,97,3300,3300,3300,320100,HEMBRA DE SEGUNDA
19,2016-10-06,1,HL,3,138,1200,4050,2625,351675,HEMBRA DE SEGUNDA
20,2016-10-06,1 1/2,HL,65,196,3300,3900,3662,713500,HEMBRA DE SEGUNDA
0,2016-10-06,1 1/3,HL,17,245,3400,3800,3567,872300,HEMBRA DE SEGUNDA
1,2016-10-06,1 1/4,HL,61,160,1400,4100,3500,562090,HEMBRA DE SEGUNDA
2,2016-10-06,2,HV,13,261,3400,3650,3550,927250,HEMBRA DE SEGUNDA
3,2016-10-06,2,VE,1,274,2850,2850,2850,780900,HEMBRA DE SEGUNDA
4,2016-10-06,2 1/2,VE,38,341,2700,3560,3225,1099580,HEMBRA DE SEGUNDA
5,2016-10-06,2 1/4,HV,26,294,3350,3750,3550,1045667,HEMBRA DE SEGUNDA
6,2016-10-06,2 1/4,VE,1,294,2500,2500,2500,735000,HEMBRA DE SEGUNDA
7,2016-10-06,2 3/4,HV,1,386,3500,3500,3500,1351000,HEMBRA DE SEGUNDA
8,2016-10-06,2 3/4,VE,37,373,2700,3120,2948,1098684,HEMBRA DE SEGUNDA
9,2016-10-06,2 3/4,VP,4,370,3350,3350,3350,1239500,HEMBRA DE SEGUNDA
10,2016-10-06,3,BH,12,505,2200,2200,2200,1111000,HEMBRA DE SEGUNDA
11,2016-10-06,3,VE,42,444,2500,3780,3156,1405298,HEMBRA DE SEGUNDA
12,2016-10-06,3,VP,25,460,2700,3300,2988,1367238,HEMBRA DE SEGUNDA
13,2016-10-06,,ML,50,113,3600,4900,4450,506893,MACHO DE SEGUNDA
14,2016-10-06,1,ML,70,139,3400,5000,4370,607110,MACHO DE SEGUNDA
